s_id_1,w_id_1,sentence_1,s_id_2,w_id_2,sentence_2,s_id_3,w_id_3,sentence_3,s_id_4,w_id_4,sentence_4,s_id_5,w_id_5,sentence_5,s_id_6,w_id_6,sentence_6,s_id_7,w_id_7,sentence_7,s_id_8,w_id_8,sentence_8,s_id_9,w_id_9,sentence_9,s_id_10,w_id_10,sentence_10
714_83 ,A29T1GZFGRLWDM ,The vast majority of believers belong to the Shafi sect.,714_84 ,A29T1GZFGRLWDM ,Three percent of the people follow other religions&#44; of which the majority are Christians.,714_85 ,AZMCPOS91CH8N ,There are quite a few Jews and Bhai&#44; etc.,714_86 ,A29T1GZFGRLWDM ,The avereage age of the current population in Iraq is 19 years.,714_88 ,AZMCPOS91CH8N ,And average age is about 67 years.,714_89 ,A2KMRPCKI6YGYK ,almost 25 to 30 percent people are unemployed and it is increasing,714_95 ,AYIJAFPUE2LRY ,Most of the area is deserted but the area between the river of Tigris and the river of Uphrates is very cutivative.,714_96 ,AYIJAFPUE2LRY ,This area is called Mesopotamia or &quot;in between the waters&quot;.,714_97 ,A287HV3P9SUP2R ,Most of the city is situated on the shores of these two rivers.,714_98 ,AYIJAFPUE2LRY ,The sea side of Iraq is very small with the Persian Gulf which is called the mother of castles and it&#39;s near the Basra.
714_99 ,A287HV3P9SUP2R ,Iraq can be called the end of Arab land as Iran and Pakistan are located beyond it.,7203_2 ,A29T1GZFGRLWDM ,England is a country in Britian situated in the North West of Europe,7203_3 ,A2KJ7A30NJYY1K ,83% of its total population lives here,7203_4 ,A29T1GZFGRLWDM ,This island covers two thirds of southern Great Britain&#44; and to its north is Scotland and to its West is Wales.,7203_5 ,A29T1GZFGRLWDM ,Its coasts meet the North Sea&#44; Irish Sea&#44; Atlantic Ocean and the English channel.,7203_6 ,A2KJ7A30NJYY1K ,England became country on tenth century AD&#44; and its name England came from Englis&#44; the name of one of the many German tribes who came here in fifth and sixth AD,7203_7 ,A29T1GZFGRLWDM ,Englands capital city London&#44; is Great Britains biggest city&#44; Britain&#39;s capital and one of the biggest cities of the world.,7203_9 ,A1ZSKDWK3U7KKR ,Map of Europe&#44; England is visible.,7238_2 ,A1ZSKDWK3U7KKR ,Hazma = Suite (this word is made of &#39;Hazm&#39; which means that &#39;related items in a combination or set&#39;).,7238_3 ,A1ZSKDWK3U7KKR ,Internet Protocol Suite&#44; also known as TCP/IP protocol suite&#44; is in fact a set of communication protocols which implements the Protocol Stack&#44; through which the Internet and other business networks operate.
7238_4 ,A37MH3I3SYW9SR ,TCP/IP is abbreviated of two terms&#44; which are&#44; Transmission Control Protocol (TCP) and Internet Protocol (IP),728_10 ,AZMCPOS91CH8N ,France is also one of the founders of the NATO.,728_11 ,A2KJ7A30NJYY1K ,France is among founding members of united Nations and permanent member of security council,728_12 ,A22KNHLEDEI42N ,France is among the world&#39;s seven nuclear powers,7404_0 ,A29T1GZFGRLWDM ,User Datagram Protocol or UDP is one of the core members of the Internet Protocol Suite. With UDP&#44; computer applications can send messages&#44; in this case referred to as datagrams&#44; to other hosts,7404_1 ,A1ZSKDWK3U7KKR ,This protocol transmits the message without knowing whether the machine has the ability to read the message or not.,7404_2 ,A29T1GZFGRLWDM ,There is no guarantee of the data going through,7404_3 ,A1ZSKDWK3U7KKR ,Basically it is used to transmit streaming videos.,7404_5 ,A29T1GZFGRLWDM ,The Urdu substitues for the four English words (which appear to be three) used in this protocol are as follows,7404_8 ,APH5QH4BC1AXB ,In Urdu the graphing word differs but mostly it is known as graphing.
7404_9 ,A3DPVLRSZRJE0G ,graph is coming form delete the H called gram. Data called datagram&#44; and cardio called cardiogram.,7858_3 ,A29T1GZFGRLWDM ,Robert Cailliau made the historic logo WWW,7858_4 ,A29T1GZFGRLWDM ,The World wide web is a universal space which is used for reading and writing,7858_5 ,APH5QH4BC1AXB ,In English it is known as World Wide Web.,7858_6 ,A32QHQE2X0QZTM ,This is as In Urdu and English.,8004_0 ,A1ZSKDWK3U7KKR ,Linux is an independent operating system.,8004_1 ,A2KMRPCKI6YGYK ,this is world&#39;s 2nd most used operating system,8004_2 ,A1ZSKDWK3U7KKR ,The burden to write&#44; teach and spread it have been taken by a group of volunteers.,8004_3 ,A1ZSKDWK3U7KKR ,It is not an organized group but is a broadminded and free spirited bunch which anyone can join in.,8004_4 ,A1ZSKDWK3U7KKR ,This reported volunteer situation was correct in the past&#44; but now the fact is that that this task is now performed by the employees of such businesses which deem the independent operating system useful for their trade and business.
8004_5 ,A1ZSKDWK3U7KKR ,In true meanings&#44; Linux is only the name of the operating capability of this operating system.,8004_6 ,A1ZSKDWK3U7KKR ,But now &quot;Linux&quot; is taken as the whole system.,8004_8 ,A3AH3NPF2NG7F4 ,The inventor of Linux is the native of Sweden living in Finland whose name is Linus.,8004_9 ,A3AH3NPF2NG7F4 ,Linus started the writing of this system while studying in his student life in the Finland University and while reading he subject of operating system in just a fun.,8063_0 ,A3AH3NPF2NG7F4 ,Faisalabad is an important city of Punjab Province of Pakistan whose former name was Lyallpur.,8063_1 ,A29T1GZFGRLWDM ,Its name was kept as Faisalabad in 1985 under the name of the Saudi prince&#44; Shah Faisal bin Abdul Aziz al Saood,8063_2 ,A29T1GZFGRLWDM ,Because of its village like outlook&#44; it was once considered to be Asia&#39;s largest village&#44; however with time it came forward as a great city&#44; and now it is Pakistans third largest city after Karachi and Lahore,8063_3 ,A3AH3NPF2NG7F4 ,The world&#39;s great Qawwal and Musician Nusrat Fateh Ali Khan belonged to this city.,8063_5 ,A29T1GZFGRLWDM ,Pakka Mari (Pakki Mari) - in 1890&#44; the oldest area of the city located near Tariqabad,8063_6 ,A29T1GZFGRLWDM ,Sandalbar -  This agricultural ground was remembered as Sandalbar before the creation of Lyalpur
8063_7 ,A3AH3NPF2NG7F4 ,Lyallpur-In 1896 it came into being as a city with the name of Lyallpur as the district of Jhang.,8063_8 ,A2KJ7A30NJYY1K ,Faisalabad&#44; in 1985 at the occasion of making Faisalabad a divisional headquarter its name is dedicated to the King of Saudi Arabia Shah Faisal (Shaheed),846_10 ,A2LAF9HVX0933Y ,Britain is the third largest populous nation in the European Union the population of which is,846_12 ,A1ZSKDWK3U7KKR ,Britain is a member of North Atlantic Treaty Organization(NATO)&#44; a founding member of United Nations and a permanent member of Security Council.,846_13 ,A2LAF9HVX0933Y ,Britain is one of the largest military powers of the world.,846_14 ,A29T1GZFGRLWDM ,It is also a member of the European Union,846_15 ,A29T1GZFGRLWDM ,Despite the end of the British rule&#44; its impact still remains due to the global use of the English language and the Commonwealth,846_17 ,A29T1GZFGRLWDM ,From the beginning of the 21st century&#44; terrorism is on the minds of the British Government,846_18 ,A29T1GZFGRLWDM ,Black laws were made to supress human rights,846_19 ,A29T1GZFGRLWDM ,Time after time such incidents happen that the British police found and arrested so many terrorists and stopped a plan of terrorism
846_20 ,A29T1GZFGRLWDM ,According to these black laws&#44; anyone can be arrested and jailed for however long they want,846_21 ,A29T1GZFGRLWDM ,These black laws are now being use not only for terrorism but also for protesting against the environment,846_22 ,A29T1GZFGRLWDM ,In order to justify the attack on Iraq&#44; Britain has remained in the forefront while presenting the propoganda,846_23 ,A29T1GZFGRLWDM ,Member of parliament&#44; Gallway who was against the Iraq war&#44; was thrown out of the labour party&#44; but these accusations against him for mismanagement were proved incorrect in the court of law,846_24 ,A29T1GZFGRLWDM ,But even then&#44; the parliament committee called these accusations correct according to themselves. The reason for this was that Tony Blair&#39;s word was more trustworthy than that of Gallway&#39;s,846_25 ,A29T1GZFGRLWDM ,After this the membership of Galloway was suspended,846_26 ,A29T1GZFGRLWDM ,London&#39;s Mayor Livingstone was also suspended temporarily for using expletives while talking to a news journalist,846_27 ,A29T1GZFGRLWDM ,Even though in Britain&#44; the freedom of speech is often tumpeted,847_10 ,A1ZSKDWK3U7KKR ,The first use of the word &#39;America&#39; occurred in 1507&#44; when a German mapmaker chose this word to represent the southern and northern American continents on the globe he prepared.,847_11 ,A1B6VQGOT2G4TL ,The Americas&#44; with reference to Columbus&#44; were also known as Columbia; and till the beginning of the 20th century even the capital of The USA was additionally known as Columbia.
847_12 ,A29T1GZFGRLWDM ,Later its use was ended&#44; however even today&#44; politically the name Columbia is used,847_13 ,A1B6VQGOT2G4TL ,Columbus Day is a public holiday in the USA and many other countries&#44; and it is celebrated in connection with the 1492 landings of Columbus on American soil.,847_14 ,A1ZSKDWK3U7KKR ,The name of United States of America was first used officially in the Declaration of Independence on 4th July&#44; 1776.,847_15 ,AZMCPOS91CH8N ,On November 15&#44; 1777&#44; the Second Continental Congress adopted the Articles of Confederation&#44; which states&#44; &quot;The Stile of this Confederacy shall be &#39;The United States of America.&#39;&quot;,847_17 ,A19B5AHVCXP765 ,This name was actually suggested by Thomas Paine.,847_18 ,A29T1GZFGRLWDM ,American Nationals are actually called Americans&#44; even if they are from South or North America,847_22 ,A29T1GZFGRLWDM ,America and its States (Urdu map),847_23 ,AZMCPOS91CH8N ,Common trees and grass lands can be seen in the eastern part of the country&#44; forest and rocky mountain on the west and a desert on southern west side.,847_24 ,A29T1GZFGRLWDM ,North West has the Great Lake and most of the countrys population lives on the Atlantic Sea board,847_25 ,AZMCPOS91CH8N ,United States is the third largest country by total area&#44; and the third largest both by land area and population and It is third in size behind Russia and Canada.
847_26 ,A29T1GZFGRLWDM ,Most of its combined area is in the East connected to the Atalantic Ocean. To its west is the Pacific Ocean. Mexico and the Gulf of Mexico are in the south and Canada to the North,847_27 ,AZMCPOS91CH8N ,Alaska shares its land border with Canada and the Pacific Ocean is on its south side and the Arctic Ocean on its north sea.,847_28 ,AZMCPOS91CH8N ,On Alaska&#39;s westside exists the Bering Strait whose name means after the narrow strait lies the land of Russia.,847_29 ,A29T1GZFGRLWDM ,The State of Hawai is present in the Pacific ocean as islands&#44; which is towards the south east of North America,847_31 ,A29T1GZFGRLWDM ,There is a great difference between American land&#44; especially in the west,847_32 ,AZMCPOS91CH8N ,At the northern coastal area&#44; coastal ground can be seen whereas in the south&#44; it is vast and in the north it becomes so narrow.,847_33 ,A29T1GZFGRLWDM ,The costal strip ends to the North of New Jersey,847_34 ,A29T1GZFGRLWDM ,To the South East is Florida which is a land of quicksand grounds,847_35 ,A29T1GZFGRLWDM ,Away from the coastal plains is the Pieda Mount area which ends at the Apalanchian mountains&#44; which goes to a height of 6000 feet in North Carolina&#44; Tennessee and New Hampshire,847_36 ,A29T1GZFGRLWDM ,the ground at the western end of the Apalanches is relatively flat. The Great Lake and the Mississipi river which is the worlds 4th largest river exist there
847_37 ,A29T1GZFGRLWDM ,To the west of Mississippi River there are bare mountains,847_38 ,A29T1GZFGRLWDM ,From the Western corner of the Great plains&#44; the Rocky Mountains rise immediately and spread across America from the South and North. Its height in Colorado is 14&#44;000 feet or 4270 metres,847_39 ,A29T1GZFGRLWDM ,In the past the Rocky Mountains were famous for their volcanic activities&#44; but now there is only one area which is active with respect to volacnoes,847_40 ,A29T1GZFGRLWDM ,This area is in Yellow Stone Park&#44; Wyoming and it is called the Super Volacno,847_41 ,A29T1GZFGRLWDM ,There are also many mountain ranges in Alaska&#44; amongst which the McKinley Mountain is the tallest in North America,847_43 ,A29T1GZFGRLWDM ,The Hawaii Islands are volcanic islands which are spread over 1500 miles i.e. 2400 kilometres. This includes 6 big and 12 smaller islands,847_45 ,A29T1GZFGRLWDM ,Because of its vast area&#44; the United States has all types of weather in it,847_46 ,A29T1GZFGRLWDM ,Most areas have mild weather&#44; Hawaii and Florida are warm&#44; Alaska is freezing&#44; Great Plains has slightly wet&#44; the coast of California has weather similar to countries in the Roman Sea and the Great Basin has dry weather,847_47 ,A29T1GZFGRLWDM ,The pleasant weather of this country helped it in becoming a world power&#44; as most agricultural land does not get dry. Floods hit few areas and mostly the weather is balanced with ample rainfall,847_49 ,AZMCPOS91CH8N ,Five centuries ago&#44; to the whole eastern world&#44; i.e. the Greater Europe&#44; Africa and the Western Asia countries&#44; America&#44; Canada and other countries were not known to them.
847_50 ,A29T1GZFGRLWDM ,At the end of the 15th century&#44; the European mission started in which different countries and parts were discovered,847_51 ,A29T1GZFGRLWDM ,On 12th October&#44; 1492&#44; Columbus reached the Eastern coast of Bahamas&#44; America,847_52 ,A29T1GZFGRLWDM ,This area is located on the Eastern coast near Florida,847_53 ,A29T1GZFGRLWDM ,This was the first step of a European on the American land,847_55 ,AZMCPOS91CH8N ,In 1524 a French explorer named Giovanni Verrazano had proceeded from Carolina heading towards north and finally entered New York.,847_56 ,A29T1GZFGRLWDM ,In 1579&#44; Francies Drake entered the western coastal areas off the gulf of San Fransisco and established a British settlement,847_57 ,A19B5AHVCXP765 ,In 1607 Captain John Smith landed on the beach of Virginia along with 105 soldiers in three ships&#44; and established the first British colony named Jamestown.,847_58 ,A1ZSKDWK3U7KKR ,In 1624&#44; Dutch colonies were established in Albany and New York&#44; they were named &#39;New Netherlands&#39;.,847_59 ,A1ZSKDWK3U7KKR ,Similarly&#44; many European colonies were established.,847_60 ,A1ZSKDWK3U7KKR ,These colonies often clashed and sometimes even went to war with each other.
847_61 ,A1ZSKDWK3U7KKR ,At the same time&#44; British government treated her colonies in the true sense of the word.,847_62 ,A29T1GZFGRLWDM ,Every other day a new tax would be imposed,847_63 ,A1ZSKDWK3U7KKR ,Due to that&#44; unrest and rebellion grew among them which eventually became the movement of freedom.,847_64 ,A29T1GZFGRLWDM ,Here we will give a few examples to stress our point,847_65 ,A1ZSKDWK3U7KKR ,British Parliament passed the Navigation Act on 1st December&#44; 1660&#44; in which the trade with colonies was regulated according to their own interests.,847_67 ,A29T1GZFGRLWDM ,In 1676&#44; Nathaneil Bacon led the farmers revolution against the British,847_68 ,A29T1GZFGRLWDM ,Bacon died and the revolution failed,847_69 ,A3AH3NPF2NG7F4 ,23 companions of Bacon were killed.,847_70 ,A29T1GZFGRLWDM ,in 1712&#44; 6th April&#44; the slaves revolted in New York,847_71 ,A29T1GZFGRLWDM ,From the revolters 21 were killed&#44; 6 committed suicide and 71 were deported from the country
847_72 ,A19B5AHVCXP765 ,In 1764 British government implemented the Sugar Act in colonies and put a tax on edible items.,847_73 ,A19B5AHVCXP765 ,In 1765 British parliament passed the Stamp Act to cover the expenses of their Army.,847_74 ,A19B5AHVCXP765 ,In the same year on 7th of October colonies issued the Declaration of rights after arranging a congress in New York.,847_75 ,A29T1GZFGRLWDM ,Taxes were imposed on tea and other items in 1767,847_76 ,A29T1GZFGRLWDM ,In 1770&#44; the British army opened fire on the demonstrating public and killed 5 people.,847_77 ,A29T1GZFGRLWDM ,Which included the leader of the demonstrators,847_79 ,A1ZSKDWK3U7KKR ,In May 1773&#44; East India Company&#39;s ships containing tea were sent back from Boston&#44; New York and Philadelphia.,847_80 ,A1ZSKDWK3U7KKR ,As a protest to the tax imposed on tea&#44; a tea ship was set on fire on 4th October. On 16th December&#44; the tea stock in Boston was thrown into sea from the ships.,847_81 ,A1ZSKDWK3U7KKR ,This event became known as Boston Tea Party.,847_82 ,A1ZSKDWK3U7KKR ,On 5th September&#44; 1774&#44; the First Continental Conference took place in Philadelphia&#44; during which the declaration of Civil Disobedience against the British government was passed.
847_83 ,A1ZSKDWK3U7KKR ,On 23rd March&#44; 1775&#44; Patrick Henry stated these historical words while addressing the Virginia Convention.,847_84 ,A29T1GZFGRLWDM ,&quot;Give me freedom or give me death&quot;,847_85 ,A1ZSKDWK3U7KKR ,On 7th June&#44; 1776&#44; Richard Henry Lee presented the motion to the Continental Conference that &quot;These united states secure the right to be free and sovereign&quot;.,847_87 ,A29T1GZFGRLWDM ,This agreement was approved on 2nd July and the Declaration of Independence was signed on the 4th of July,847_88 ,A1B6VQGOT2G4TL ,In March 1782 AD the British cabinet recognized American Independence.,847_89 ,A1ZSKDWK3U7KKR ,George Washington was elected the President of USA in 1789&#44; and he retired from the post in 1796.,847_90 ,A1M63LK0Z462WX ,George Washington was a great leader of America. &quot;First in war&#44; first in peace&#44; first in the hearts of his countrymen.&quot; is a famous quote attributed to him.,847_92 ,A1M63LK0Z462WX ,Now&#44; we come back to the 4th July Independence declaration and look at the inhuman barbaric treatment meted out by the British forces to the nationalist signatories of this historic independence declaration.,847_93 ,A1M63LK0Z462WX ,This is a very heart-wrenching tale and is a lesson to all the freedom fighters around the world.,847_94 ,A1B6VQGOT2G4TL ,These great people who signed the declaration numbered 56.
847_95 ,A1ZSKDWK3U7KKR ,These were very prosperous and rich people.,847_96 ,A1M63LK0Z462WX ,Of them&#44; 14 were lawmakers&#44; 13 were related to judiciary&#44; that is were judges&#44; 11 businessmen&#44; 12 were landlords&#44; one priest and three doctors.,847_97 ,A1ZSKDWK3U7KKR ,Two belonged to other respectable professions.,847_98 ,A1ZSKDWK3U7KKR ,All of those revolutionaries signed upon the Declaration of Independence&#44; although fully aware that they would receive the punishment for doing so in the form of arrest and death.,847_99 ,A1ZSKDWK3U7KKR ,British occupying forces captured 5 among those signatories and under the charge of treason&#44; tortured them so cruelly that they lost their lives.,849_10 ,A1ZSKDWK3U7KKR ,The number of soviet socialist republics increased from four to fifteen by 1954. These states are as follows: Armenian Soviet Socialist Republic&#44; Azerbaijan Soviet Socialist Republic&#44; Belarus Soviet Socialist Republic&#44; Estonian Soviet Socialist Republic&#44; Georgian Soviet Socialist Republic&#44; Kazakh Soviet Socialist Republic&#44; Kyrgyz Soviet Socialist Republic&#44; Latvian Soviet Socialist Republic&#44; Lithuanian Soviet Socialist Republic&#44; Moldova Soviet Socialist Republic&#44; Russian S.F.S.R&#44; Tajik Soviet Socialist Republic&#44; Turkmen Soviet Socialist Republic&#44; Ukrainian Soviet Socialist Republic and Uzbek Soviet Socialist Republic.,849_11 ,A29T1GZFGRLWDM ,In 1991 the Soviet Union was divided and these 15 states are now called former Russian states,849_12 ,A1ZSKDWK3U7KKR ,Eleven of those states have jointly created a loose confederation&#44; which is known as the Independent States of Commonwealth.,849_13 ,A29T1GZFGRLWDM ,Turkmenistan which was a full member of the Commonwealth&#44; is now an associate member,849_14 ,A1ZSKDWK3U7KKR ,Three Baltic states&#44; Estonia&#44; Latvia and Lithuania didn&#39;t join in this commonwealth and instead joined the European Union and NATO in 2004.
849_15 ,A1ZSKDWK3U7KKR ,Russia and Belarus now belong to the &#39;Union of Russia and Belarus&#39;.,849_17 ,A1ZSKDWK3U7KKR ,Soviet Union is the state after the Russian monarchy.,849_18 ,A1ZSKDWK3U7KKR ,Last Russian Tsar&#44; Nicholas II&#44; ruled till March 1917 and was assassinated along with his family the next year.,849_19 ,A29T1GZFGRLWDM ,Soviet Union was formed in December 1922,849_20 ,A29T1GZFGRLWDM ,It included Russia (Balsvik Russia)&#44; Ukraine&#44; Belarus&#44; Georgia&#44; Armenia&#44; and Azerbijan (These 3 states are called the Trans Caucasian States) and they were ruled by the Balshvik party,849_21 ,A1ZSKDWK3U7KKR ,Modern revolutionary movement in Imperial Russia began with the December Rebellion of 1825.,849_22 ,A3AH3NPF2NG7F4 ,After the Revolution of 1905 Russian Parliament Doma was established in 1906 but political and social instability continued in the city and it grew during the defeat of World War I and due to shortage of food.,849_25 ,AUS4FY6OZY9NI ,Soviet Union&#39;s first leader was also its first General Secretary.,849_26 ,A29T1GZFGRLWDM ,The governments leader is the Prime Minister and the States leader is the President,849_27 ,A29T1GZFGRLWDM ,The Russian leader can keep one or both the positions with him along with his party&#39;s position of general secretary
849_29 ,A2KJ7A30NJYY1K ,Chairman of The Council of People&#39;s Commissars of the USSR (from 1923 to 1934)&#44; Chairman of The Council of ministers of the USSR (from 1934 to 1990)&#44; Prime minister for USSR (1991 till today),849_31 ,A2KJ7A30NJYY1K ,Chairman of the central executive committee of the All Russian Congress of Soviets (1917 to 1922)&#44; Chairman of the central executive committee of the All Russian Congress of Soviets (1922 to 1938)&#44; Chairman of the Presidium of the Supreme Soviet of USSR (1938 to 1989)&#44; Chairman of the Supreme Soviet of USSR (1989 to 1990)&#44; President of the Soviet Union (1990 to 1991),849_35 ,A1ZSKDWK3U7KKR ,Soviet Union had occupied the eastern part of European continent and the northern part of Asia.,849_36 ,A1ZSKDWK3U7KKR ,Most of the country lies over the 50 degrees northern latitude&#44; and its total area is 22302200 square kilometers or 8639500 square miles.,849_37 ,A19B5AHVCXP765 ,Because of such great size it&#39;s weather is from semi equatorial to cold&#44; form semi-glacial to glacial.,849_38 ,A19B5AHVCXP765 ,11% land is able for cultivation&#44; 16% are grass fields and pastures&#44; 41% is forest and 32% part was other type in which Tandra is also included.,849_39 ,A1ZSKDWK3U7KKR ,Soviet Union&#39;s width is about 10000 kilometers or 6200 miles&#44; which stretched from Leningrad to Ratmanova.,849_41 ,A29T1GZFGRLWDM ,Most of its area is rocky and difficult,849_42 ,A1ZSKDWK3U7KKR ,The whole of USA could be merged into one of its parts.,849_45 ,A29T1GZFGRLWDM ,Soviet Unions culture underwent many changes in the 70 years of USSR&#39;s rule
849_46 ,A29T1GZFGRLWDM ,After the revolution&#44; people had relative freedom for the first 11 years&#44; and artists started painting different styles of Russian art,849_47 ,A29T1GZFGRLWDM ,The govenment accepted many things which could pose a threat to the nation,849_48 ,A29T1GZFGRLWDM ,People from different walks of life entered the fields of arts and education&#44; and they performed many different experiments,849_49 ,A1ZSKDWK3U7KKR ,Communist writers&#44; such as Maxim Gorky and Vladimir Mavakochov remained very prominent during that period.,849_50 ,A29T1GZFGRLWDM ,Film&#44; which leaves a lasting impression on the society was supported well by the Government&#44; and most of the work by Sergey Einstein was made during this time,849_51 ,A1ZSKDWK3U7KKR ,Later on&#44; Soviet culture was enforced according to the limits set by the government during the reign of Joseph Stalin.,849_53 ,A1WYSSW33M2FZ2 ,Many writers were either thrown in Jails or killed.,849_54 ,A29T1GZFGRLWDM ,After Mikhael&#44; censorship reduced but could not end completely,849_55 ,A29T1GZFGRLWDM ,Experimentation in arts was allowed again which resulted in the prosperity of literature,849_56 ,A1WYSSW33M2FZ2 ,Because the government now focused less on the Socialist facts&#44; writers and literates paid attention to the daily life problems and started writing on them.
849_57 ,A1WYSSW33M2FZ2 ,One secret literary society&#44; Samezdat&#44; was born during that time.,8688_1 ,A29T1GZFGRLWDM ,The first world war started on 28th June 1914 and started when a slavo terrorist shot and killed Austria&#39;s prince Ferdinand,8688_2 ,A29T1GZFGRLWDM ,Austria declared war against Serbia on 28th July,8688_4 ,A29T1GZFGRLWDM ,On the 15th of August&#44; Austria&#39;s supporters&#44; Germany&#39;s army was trying to reach the French land after having travelled through Holland and Belgium,8688_5 ,A29T1GZFGRLWDM ,The strategy that the Germans had developed for attacking France,8688_6 ,AYIJAFPUE2LRY ,It was agreed in this that attack on French capitol Paris would be along with northern coast and it would be similar to an expanded arms reaper attack.,8688_7 ,AYIJAFPUE2LRY ,The high command of French army could not recognize this plan and they attacked on German&#39;s from their eastern border on 14th of August.,8688_8 ,AYIJAFPUE2LRY ,as this attack was not made under any strategy or plan.,8692_1 ,A29T1GZFGRLWDM ,The seeds of world war were set when the Treaty of Versailles was signed,8692_3 ,A29T1GZFGRLWDM ,If you look at the European history from 1918 to 1939&#44; it becomes apparent that Britain wanted Hitler to be in power
8692_4 ,A29T1GZFGRLWDM ,Which is why it divided Czechoslovakia and when Germany attacked the Czechkoslovakia&#44; Britain remained silent&#44; so that Hitler&#39;s government becomes strong in order for it to attack Russia,8692_5 ,A1ZSKDWK3U7KKR ,But when Hitler invaded Poland instead of Russia&#44; English became frightened and took the sword against Nazi Germany in favor of Poland.,8987_3 ,AZMCPOS91CH8N ,He was born in the place of River A&#39;nan.,8987_5 ,APH5QH4BC1AXB ,He became king  in the age of 13 years in  1175.,8987_7 ,AZMCPOS91CH8N ,In 1214&#44; he captured two Chinese provinces.,8987_8 ,AZMCPOS91CH8N ,In 1219&#44; few of his Delegates&#44; who have been sent to different confederations&#44; were killed.,8987_9 ,APH5QH4BC1AXB ,After that accident he got angry and he started to take over the complete world.,10526_2 ,A3AH3NPF2NG7F4 ,The Great Wall of China was built about 200 years before the birth of Hazart Issa (PBUH) by king of China Yuang Ti in order to save his country from the attacks of the enemy at the north border of the country.,10526_3 ,A3AH3NPF2NG7F4 ,This wall was started from the border of China and Monchoko.,10526_4 ,A3DFP968NKZZOJ ,At that time the enemies of China were Hun and Tatar who were considered very powerful in mid Asia.
10526_6 ,AXKRPHR8SBJNJ ,Its length is approximately fifteen hundred miles.,10526_7 ,AXKRPHR8SBJNJ ,And its height is around twenty to thirty feet.,10526_8 ,AXKRPHR8SBJNJ ,Bottom width is twenty five  feet and upper width is twelve feet.,10526_9 ,AXKRPHR8SBJNJ ,Every two hundred meters distance there are strong security buildings for guards.,1075_10 ,A13R3YPXVI2T7X ,Photograph of Europe taken from space,10788_3 ,A1ZSKDWK3U7KKR ,19 March - The death of Pakistani actor Muhammad Ali,10788_8 ,A3NKGWGJSM3702 ,10 July - Pakistani poet and composer&#44;  Ahmad Nadeem Qasmi died in Lahore.,1082_10 ,A3AH3NPF2NG7F4 ,The outer surface of earth is made up of mountains&#44; sand and clay.,1082_11 ,A3AH3NPF2NG7F4 ,Mountains are very important to maintain balance of the earth.,1082_12 ,A208WQ9BXC6F6S ,if earth is seen from space&#44; we will see big white marks.
1082_13 ,A3AH3NPF2NG7F4 ,These are water filled clouds which are always present in the atmosphere of the earth.,1082_14 ,A3AH3NPF2NG7F4 ,In last few years the number of clouds has reduced which has affected the atmosphere of the earth.,1082_16 ,AFC08TAOJ8GXN ,The Northern hemisphere is more populated while Australia and   New Zealand in the  South hemisphere  of the Land.,1082_17 ,AFC08TAOJ8GXN ,There are six months of day and six months of night in the North pole and South pole.,1082_18 ,A3AH3NPF2NG7F4 ,The normal duration of day and night is 24 hours.,1082_19 ,A3AH3NPF2NG7F4 ,The human population of earth has exceeded 6 billion.,1082_20 ,A1ZSKDWK3U7KKR ,And human beings are always busy in waging wars over here.,1082_22 ,A1ZSKDWK3U7KKR ,There are two types of rotations of earth.,1082_26 ,A1ZSKDWK3U7KKR ,Due to modern research&#44; scientists now possess detailed information about earth&#39;s past.,1082_27 ,AHXG6KBR16CJF ,Earth and other planets (solar nebulae) of solar system&#44; which got created by remaining gasses and pollution after sun&#39;s creation
1082_28 ,AUNLVMQIUFOYX ,It Exist before 57 billion years ago .,1082_29 ,A1ZSKDWK3U7KKR ,The Earth was in a molten state in the beginning but water started gathering in the Earth&#39;s atmosphere at time went by. After cooling down considerably&#44; its surface took the shape of crust.,1082_30 ,A2B7ZM74TEBLKP ,After some time&#44; the Moon formed.,1082_31 ,A2B7ZM74TEBLKP ,Scientists think that there was a planet Theia&#44; about the size of Mars; approximately 1/10th the radius of Planet Earth.,1082_32 ,A3AH3NPF2NG7F4 ,It collided with the earth and as a result of this the moon came into being.,1082_34 ,A3AH3NPF2NG7F4 ,The effusion of gases from the molten matter and the process of volcanoes caused the atmospheric pressure of the earth to come into existence.,1082_35 ,A3AH3NPF2NG7F4 ,The water vapors took the shape of liquid after getting cold and in this way seas were formed.,1082_36 ,A2B7ZM74TEBLKP ,More water was delivered by collision with Comets.,1082_37 ,A3AH3NPF2NG7F4 ,Due to a chemical reaction at elevated temperature a self replicating molecule came into existence about 4 billion years ago&#44; and approximately after 5 million years the ancestor of all the living organisms produced.,1082_38 ,A2B7ZM74TEBLKP ,Photosynthesis made possible for all life forms on Earth to become capable of utilizing Sun&#39;s energy.
